celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,n_judges_present,total_judge_score,last_active_week,active,judge_rank,judge_percent
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,2,4,32.0,7,1,2.0,0.09221902017291066
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,3,4,32.0,7,1,4.0,0.10223642172523961
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,4,4,39.0,7,1,1.0,0.12
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,5,4,34.0,7,1,4.0,0.12014134275618374
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6,4,36.5,7,1,2.0,0.12897526501766785
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,7,4,39.0,7,1,2.0,0.15354330708661418
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,1,4,31.0,10,1,2.0,0.09748427672955975
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,2,4,32.0,10,1,2.0,0.09221902017291066
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,3,4,34.0,10,1,1.0,0.10862619808306709
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,4,4,34.0,10,1,4.0,0.10461538461538461
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,5,4,38.0,10,1,2.0,0.13427561837455831
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,6,4,38.0,10,1,1.0,0.13427561837455831
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,7,4,37.0,10,1,4.0,0.14566929133858267
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8,4,39.0,10,1,2.0,0.18439716312056736
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,9,4,40.0,10,1,1.0,0.25477707006369427
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,10,4,40.0,10,1,1.0,0.3448275862068966
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,1,4,32.0,10,1,1.0,0.10062893081761007
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,2,4,32.0,10,1,2.0,0.09221902017291066
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,3,4,33.0,10,1,3.0,0.10543130990415335
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,4,4,35.0,10,1,3.0,0.1076923076923077
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,5,4,39.0,10,1,1.0,0.13780918727915195
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,6,4,35.5,10,1,4.0,0.1254416961130742
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,7,4,37.0,10,1,4.0,0.14566929133858267
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8,4,40.0,10,1,1.0,0.18912529550827423
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,9,4,39.0,10,1,3.0,0.2484076433121019
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,10,4,40.0,10,1,1.0,0.3448275862068966
Nastia Liukin,Derek Hough,Athlete,Unknown,Russia,25,20,Eliminated Week 9,4,1,4,30.0,9,1,3.0,0.09433962264150944
Nastia Liukin,Derek Hough,Athlete,Unknown,Russia,25,20,Eliminated Week 9,4,2,4,34.0,9,1,1.0,0.09798270893371758
Nastia Liukin,Derek Hough,Athlete,Unknown,Russia,25,20,Eliminated Week 9,4,3,4,34.0,9,1,1.0,0.10862619808306709
Nastia Liukin,Derek Hough,Athlete,Unknown,Russia,25,20,Eliminated Week 9,4,4,4,36.0,9,1,2.0,0.11076923076923077
Nastia Liukin,Derek Hough,Athlete,Unknown,Russia,25,20,Eliminated Week 9,4,5,4,38.0,9,1,2.0,0.13427561837455831
Nastia Liukin,Derek Hough,Athlete,Unknown,Russia,25,20,Eliminated Week 9,4,6,4,36.5,9,1,2.0,0.12897526501766785
Nastia Liukin,Derek Hough,Athlete,Unknown,Russia,25,20,Eliminated Week 9,4,7,4,41.0,9,1,1.0,0.16141732283464566
Nastia Liukin,Derek Hough,Athlete,Unknown,Russia,25,20,Eliminated Week 9,4,8,4,38.0,9,1,3.0,0.17966903073286053
Nastia Liukin,Derek Hough,Athlete,Unknown,Russia,25,20,Eliminated Week 9,4,9,4,40.0,9,1,1.0,0.25477707006369427
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,1,4,26.0,4,1,5.0,0.08176100628930817
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,2,4,28.0,4,1,6.0,0.08069164265129683
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,3,4,24.0,4,1,9.0,0.07667731629392971
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,4,4,30.0,4,1,7.0,0.09230769230769231
Robert Herjavec,Kym Johnson,Entrepreneur,Unknown,Croatia,52,20,Eliminated Week 8,6,1,4,28.0,8,1,4.0,0.0880503144654088
Robert Herjavec,Kym Johnson,Entrepreneur,Unknown,Croatia,52,20,Eliminated Week 8,6,2,4,28.0,8,1,6.0,0.08069164265129683
Robert Herjavec,Kym Johnson,Entrepreneur,Unknown,Croatia,52,20,Eliminated Week 8,6,3,4,29.0,8,1,6.0,0.0926517571884984
Robert Herjavec,Kym Johnson,Entrepreneur,Unknown,Croatia,52,20,Eliminated Week 8,6,4,4,34.0,8,1,4.0,0.10461538461538461
Robert Herjavec,Kym Johnson,Entrepreneur,Unknown,Croatia,52,20,Eliminated Week 8,6,5,4,24.0,8,1,9.0,0.08480565371024736
Robert Herjavec,Kym Johnson,Entrepreneur,Unknown,Croatia,52,20,Eliminated Week 8,6,6,4,33.5,8,1,8.0,0.11837455830388692
Robert Herjavec,Kym Johnson,Entrepreneur,Unknown,Croatia,52,20,Eliminated Week 8,6,7,4,31.0,8,1,6.0,0.1220472440944882
Robert Herjavec,Kym Johnson,Entrepreneur,Unknown,Croatia,52,20,Eliminated Week 8,6,8,4,31.0,8,1,6.0,0.14657210401891252
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,1,4,22.0,3,1,11.0,0.06918238993710692
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,2,4,26.0,3,1,11.0,0.07492795389048991
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,3,4,22.0,3,1,10.0,0.07028753993610223
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,1,4,26.0,10,1,5.0,0.08176100628930817
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,2,4,27.0,10,1,10.0,0.07780979827089338
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,3,4,30.0,10,1,5.0,0.09584664536741214
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,4,4,32.0,10,1,6.0,0.09846153846153846
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,5,4,28.0,10,1,5.0,0.0989399293286219
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,6,4,34.0,10,1,6.0,0.12014134275618374
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7,4,38.0,10,1,3.0,0.14960629921259844
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,8,4,31.5,10,1,5.0,0.14893617021276595
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,9,4,38.0,10,1,4.0,0.24203821656050956
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,10,4,36.0,10,1,3.0,0.3103448275862069
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,1,4,22.0,2,1,11.0,0.06918238993710692
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,2,4,31.0,2,1,5.0,0.0893371757925072
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,1,4,25.0,6,1,8.0,0.07861635220125786
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,2,4,28.0,6,1,6.0,0.08069164265129683
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,3,4,22.0,6,1,10.0,0.07028753993610223
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,4,4,30.0,6,1,7.0,0.09230769230769231
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,5,4,27.0,6,1,7.0,0.09540636042402827
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,6,4,34.0,6,1,6.0,0.12014134275618374
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,1,4,26.0,8,1,5.0,0.08176100628930817
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,2,4,21.0,8,1,12.0,0.06051873198847262
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,3,4,28.0,8,1,7.0,0.08945686900958466
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,4,4,27.0,8,1,10.0,0.08307692307692308
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,5,4,27.0,8,1,7.0,0.09540636042402827
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,6,4,35.0,8,1,5.0,0.12367491166077739
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7,4,31.0,8,1,6.0,0.1220472440944882
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,8,4,32.0,8,1,4.0,0.15130023640661938
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,1,3,15.0,4,1,9.0,0.06
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,2,3,16.5,4,1,12.0,0.06099815157116451
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,3,4,25.0,4,1,9.0,0.08196721311475409
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,4,3,16.0,4,1,10.0,0.06779661016949153
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,1,3,22.0,9,1,5.0,0.088
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,2,3,23.0,9,1,3.0,0.08502772643253234
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,3,4,36.0,9,1,1.0,0.1180327868852459
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,4,3,21.0,9,1,8.0,0.08898305084745763
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,5,4,40.0,9,1,1.0,0.132890365448505
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,6,4,30.0,9,1,7.0,0.09584664536741214
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7,3,27.5,9,1,5.0,0.1244343891402715
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,8,3,26.9998,9,1,5.0,0.13917465724120795
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,9,3,30.0,9,1,1.0,0.182370820668693
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,1,3,23.0,11,1,3.0,0.092
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,2,3,22.5,11,1,4.0,0.08317929759704251
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,3,4,31.0,11,1,6.0,0.10163934426229508
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,4,3,25.0,11,1,5.0,0.1059322033898305
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,5,4,39.0,11,1,2.0,0.12956810631229235
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,6,4,38.0,11,1,5.0,0.12140575079872204
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,7,3,28.0,11,1,2.0,0.12669683257918551
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8,3,28.9998,11,1,2.0,0.14948396747618806
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,9,3,27.0,11,1,4.0,0.1641337386018237
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,10,3,31.5,11,1,1.0,0.26582278481012656
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,11,3,30.0,11,1,1.0,0.25423750359110475
Victor Espinoza,Karina Smirnoff,Athlete,Unknown,Mexico,43,21,Eliminated Week 2,12,1,3,15.0,2,1,9.0,0.06
Victor Espinoza,Karina Smirnoff,Athlete,Unknown,Mexico,43,21,Eliminated Week 2,12,2,3,18.5,2,1,9.0,0.06839186691312385
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,1,3,22.0,11,1,5.0,0.088
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,2,3,22.5,11,1,4.0,0.08317929759704251
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,3,4,33.0,11,1,3.0,0.10819672131147541
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,4,3,24.0,11,1,6.0,0.1016949152542373
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,5,4,29.0,11,1,7.0,0.09634551495016612
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,6,4,30.0,11,1,7.0,0.09584664536741214
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,7,3,26.5,11,1,8.0,0.11990950226244344
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8,3,25.0,11,1,6.0,0.12886637793725134
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,9,3,25.5,11,1,5.0,0.15501519756838905
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,10,3,28.5,11,1,3.0,0.24050632911392406
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,11,3,27.999899999999997,11,1,4.0,0.23728748922668577
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,1,3,13.0,2,1,12.0,0.052
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,2,3,15.0,2,1,13.0,0.05545286506469501
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,1,3,21.0,8,1,7.0,0.084
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,2,3,22.0,8,1,8.0,0.08133086876155268
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,3,4,29.0,8,1,8.0,0.09508196721311475
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,4,3,23.0,8,1,7.0,0.09745762711864407
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,5,4,36.0,8,1,4.0,0.11960132890365449
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,6,4,40.0,8,1,1.0,0.12779552715654952
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7,3,28.0,8,1,2.0,0.12669683257918551
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,8,3,23.9998,8,1,7.0,0.1237106918887378
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,1,3,23.0,9,1,3.0,0.092
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,2,3,24.5,9,1,1.0,0.09057301293900184
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,3,4,33.0,9,1,3.0,0.10819672131147541
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,4,3,27.0,9,1,2.0,0.11440677966101695
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,5,4,29.0,9,1,7.0,0.09634551495016612
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,6,4,40.0,9,1,1.0,0.12779552715654952
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,7,3,27.0,9,1,6.0,0.12217194570135746
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8,3,28.0,9,1,3.0,0.1443303432897215
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,9,3,24.5,9,1,6.0,0.14893617021276595
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,1,3,24.0,11,1,1.0,0.096
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,2,3,22.5,11,1,4.0,0.08317929759704251
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,3,4,36.0,11,1,1.0,0.1180327868852459
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,4,3,27.0,11,1,2.0,0.11440677966101695
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,5,4,35.0,11,1,5.0,0.11627906976744186
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,6,4,39.0,11,1,4.0,0.12460063897763578
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,7,3,27.0,11,1,6.0,0.12217194570135746
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8,3,33.0,11,1,1.0,0.17010361887717176
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,9,3,27.5,11,1,3.0,0.16717325227963525
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,10,3,27.0,11,1,4.0,0.22784810126582278
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,11,3,30.0,11,1,1.0,0.25423750359110475
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,1,3,21.0,7,1,7.0,0.084
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,2,3,22.5,7,1,4.0,0.08317929759704251
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,3,4,30.0,7,1,7.0,0.09836065573770492
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,4,3,27.0,7,1,2.0,0.11440677966101695
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,5,4,30.0,7,1,6.0,0.09966777408637874
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,6,4,32.0,7,1,6.0,0.10223642172523961
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7,3,28.0,7,1,2.0,0.12669683257918551
Bindi Irwin,Derek Hough,TV Personality,Unknown,Australia,17,21,1st Place,1,1,3,24.0,11,1,1.0,0.096
Bindi Irwin,Derek Hough,TV Personality,Unknown,Australia,17,21,1st Place,1,2,3,24.0,11,1,2.0,0.08872458410351201
Bindi Irwin,Derek Hough,TV Personality,Unknown,Australia,17,21,1st Place,1,3,4,32.0,11,1,5.0,0.10491803278688525
Bindi Irwin,Derek Hough,TV Personality,Unknown,Australia,17,21,1st Place,1,4,3,28.0,11,1,1.0,0.11864406779661017
Bindi Irwin,Derek Hough,TV Personality,Unknown,Australia,17,21,1st Place,1,5,4,37.0,11,1,3.0,0.12292358803986711
Bindi Irwin,Derek Hough,TV Personality,Unknown,Australia,17,21,1st Place,1,6,4,40.0,11,1,1.0,0.12779552715654952
Bindi Irwin,Derek Hough,TV Personality,Unknown,Australia,17,21,1st Place,1,7,3,29.0,11,1,1.0,0.13122171945701358
Bindi Irwin,Derek Hough,TV Personality,Unknown,Australia,17,21,1st Place,1,8,3,28.0,11,1,3.0,0.1443303432897215
Bindi Irwin,Derek Hough,TV Personality,Unknown,Australia,17,21,1st Place,1,9,3,30.0,11,1,1.0,0.182370820668693
Bindi Irwin,Derek Hough,TV Personality,Unknown,Australia,17,21,1st Place,1,10,3,31.5,11,1,1.0,0.26582278481012656
Bindi Irwin,Derek Hough,TV Personality,Unknown,Australia,17,21,1st Place,1,11,3,30.0,11,1,1.0,0.25423750359110475
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,1,3,12.0,2,1,13.0,0.048
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,2,3,18.5,2,1,9.0,0.06839186691312385
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,1,3,15.0,6,1,9.0,0.06
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,2,3,18.5,6,1,9.0,0.06839186691312385
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,3,4,20.0,6,1,10.0,0.06557377049180328
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,4,3,18.0,6,1,9.0,0.07627118644067797
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5,4,26.0,6,1,9.0,0.08637873754152824
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,6,4,24.0,6,1,9.0,0.07667731629392971
